provID,actualProvID,ra,dec,obsTime,stn,rmsRA,rmsDec,rmsTime,rmsCorr,uncTime
119839,2002 CX17,309.36846,-22.78133,2004-08-12T05:38:16.224Z,704,,,,,
119839,2002 CX17,31.62200,22.97108,2005-10-06T18:45:48.384Z,A50,,,,,
119839,2002 CX17,31.62000,22.97056,2005-10-06T18:56:36.384Z,A50,,,,,
119839,2002 CX17,31.39504,22.94625,2005-10-07T23:15:53.568Z,A50,,,,,
119839,2002 CX17,30.93417,22.88558,2005-10-10T07:44:53.376Z,703,,,,,
119839,2002 CX17,30.93225,22.88583,2005-10-10T07:56:17.664Z,703,,,,,
119839,2002 CX17,30.93104,22.88506,2005-10-10T08:07:38.496Z,703,,,,,
119839,2002 CX17,30.92892,22.88461,2005-10-10T08:18:57.600Z,703,,,,,
119839,2002 CX17,26.06513,21.69911,2005-11-02T06:15:33.120Z,704,,,,,
119839,2002 CX17,26.06258,21.69806,2005-11-02T06:33:31.392Z,704,,,,,
119839,2002 CX17,26.06000,21.69778,2005-11-02T06:51:04.608Z,704,,,,,
119839,,112.70458,29.45903,2007-01-08T07:58:30.720Z,703,,,,,
119839,,112.70292,29.45883,2007-01-08T08:08:37.248Z,703,,,,,
119839,,112.70113,29.45956,2007-01-08T08:18:43.776Z,703,,,,,
119839,,112.69904,29.45969,2007-01-08T08:28:52.032Z,703,,,,,
119839,,112.22800,29.47719,2007-01-10T06:25:32.736Z,704,,,,,
119839,,112.22408,29.47675,2007-01-10T06:47:49.344Z,704,,,,,
119839,,112.21671,29.47728,2007-01-10T07:30:44.064Z,704,,,,,
119839,,191.85308,-12.28758,2008-03-08T08:10:26.112Z,691,,,,,
119839,,191.85012,-12.28744,2008-03-08T08:35:54.528Z,691,,,,,
119839,,191.84717,-12.28731,2008-03-08T09:01:23.808Z,691,,,,,
119839,,191.18029,-12.23603,2008-03-12T08:10:58.080Z,691,,,,,
119839,,191.17708,-12.23572,2008-03-12T08:36:29.088Z,691,,,,,
119839,,191.17383,-12.23542,2008-03-12T09:02:00.960Z,691,,,,,
119839,,190.63917,-12.17361,2008-03-15T07:53:59.424Z,704,,,,,
119839,,190.63712,-12.17275,2008-03-15T08:10:14.880Z,704,,,,,
119839,,190.63479,-12.17250,2008-03-15T08:26:19.968Z,704,,,,,
119839,,186.55513,-11.31264,2008-04-04T07:46:22.368Z,703,,,,,
119839,,186.55350,-11.31236,2008-04-04T07:55:06.816Z,703,,,,,
119839,,186.55200,-11.31186,2008-04-04T08:03:46.944Z,703,,,,,
119839,,186.55108,-11.31172,2008-04-04T08:12:31.392Z,703,,,,,
119839,,186.54554,-11.30978,2008-04-04T08:50:56.544Z,703,,,,,
119839,,186.54375,-11.30950,2008-04-04T09:02:00.096Z,703,,,,,
119839,,186.54225,-11.30911,2008-04-04T09:13:02.784Z,703,,,,,
119839,,186.54058,-11.30897,2008-04-04T09:24:07.200Z,703,,,,,
119839,,185.14800,-10.89378,2008-04-11T07:09:55.584Z,703,,,,,
119839,,185.14633,-10.89350,2008-04-11T07:22:49.728Z,703,,,,,
119839,,185.14408,-10.89244,2008-04-11T07:35:43.872Z,703,,,,,
119839,,185.14275,-10.89206,2008-04-11T07:48:39.744Z,703,,,,,
119839,,18.48396,15.62853,2010-09-11T07:10:34.464Z,691,,,,,
119839,,18.48138,15.62856,2010-09-11T07:36:05.472Z,691,,,,,
119839,,18.47871,15.62856,2010-09-11T08:01:38.208Z,691,,,,,
119839,,17.88379,15.60547,2010-09-15T07:23:35.520Z,691,,,,,
119839,,17.88096,15.60533,2010-09-15T07:49:04.800Z,691,,,,,
119839,,17.87800,15.60511,2010-09-15T08:14:30.624Z,691,,,,,
119839,,17.20825,15.54347,2010-09-19T08:49:55.200Z,691,,,,,
119839,,17.20500,15.54353,2010-09-19T09:15:21.024Z,691,,,,,
119839,,17.20183,15.54281,2010-09-19T09:40:46.848Z,691,,,,,
119839,,15.487975,15.266425,2010-09-28T12:28:02.381Z,F51,,,,,
119839,,15.485617,15.265861,2010-09-28T12:44:55.248Z,F51,,,,,
119839,,15.12537,15.19092,2010-09-30T07:47:17.664Z,703,,,,,
119839,,15.12329,15.19053,2010-09-30T07:58:49.728Z,703,,,,,
119839,,15.12179,15.19019,2010-09-30T08:10:30.432Z,703,,,,,
119839,,15.12029,15.18967,2010-09-30T08:22:08.544Z,703,,,,,
119839,,14.51329,15.05200,2010-10-03T07:28:11.136Z,691,,,,,
119839,,14.50950,15.05111,2010-10-03T07:53:45.600Z,691,,,,,
119839,,14.50571,15.05022,2010-10-03T08:19:20.064Z,691,,,,,
119839,,14.467404,15.041217,2010-10-03T12:44:10.579Z,F51,,,,,
119839,,14.465087,15.040656,2010-10-03T12:59:57.264Z,F51,,,,,
119839,,13.67388,14.83981,2010-10-07T08:12:53.856Z,691,,,,,
119839,,13.67117,14.83908,2010-10-07T08:31:08.544Z,691,,,,,
119839,,13.66850,14.83836,2010-10-07T08:49:23.232Z,691,,,,,
119839,,12.85733,14.61044,2010-10-11T06:14:18.816Z,691,,,,,
119839,,12.85358,14.60933,2010-10-11T06:39:46.368Z,691,,,,,
119839,,12.84979,14.60828,2010-10-11T07:05:14.784Z,691,,,,,
119839,,12.43783,14.48411,2010-10-13T06:57:07.488Z,704,,,,,
119839,,12.43483,14.48289,2010-10-13T07:17:08.448Z,704,,,,,
119839,,12.43183,14.48239,2010-10-13T07:36:55.584Z,704,,,,,
119839,,12.42912,14.48147,2010-10-13T07:56:40.992Z,704,,,,,
119839,,12.42617,14.48053,2010-10-13T08:17:16.512Z,704,,,,,
119839,,94.33408,32.82858,2011-12-26T08:11:03.264Z,G96,,,,,
119839,,94.33212,32.82847,2011-12-26T08:22:35.328Z,G96,,,,,
119839,,94.33004,32.82844,2011-12-26T08:34:09.984Z,G96,,,,,
119839,,94.32792,32.82828,2011-12-26T08:45:52.416Z,G96,,,,,
119839,,86.516312,30.969572,2012-02-09T08:51:35.424Z,F51,,,,,
119839,,86.515788,30.968878,2012-02-09T09:08:53.088Z,F51,,,,,
119839,,177.755787,-1.967189,2013-02-03T13:50:06.144Z,F51,,,,,
119839,,177.754658,-1.967397,2013-02-03T14:08:00.960Z,F51,,,,,
119839,,177.29217,-2.01083,2013-02-08T09:34:28.416Z,691,,,,,
119839,,177.29008,-2.01081,2013-02-08T09:59:53.376Z,691,,,,,
119839,,177.28779,-2.01092,2013-02-08T10:25:19.200Z,691,,,,,
119839,,176.663200,-2.000475,2013-02-13T12:33:30.528Z,F51,,,,,
119839,,176.661504,-2.000381,2013-02-13T12:50:07.584Z,F51,,,,,
119839,,176.54054,-1.99278,2013-02-14T09:49:15.744Z,703,,,,,
119839,,176.53875,-1.99331,2013-02-14T10:03:55.296Z,703,,,,,
119839,,176.53783,-1.99333,2013-02-14T10:18:35.712Z,703,,,,,
119839,,176.53663,-1.99303,2013-02-14T10:33:21.312Z,703,,,,,
119839,,176.10217,-1.95667,2013-02-17T09:25:38.784Z,691,,,,,
119839,,176.09967,-1.95572,2013-02-17T09:51:03.744Z,691,,,,,
119839,,176.09675,-1.95542,2013-02-17T10:16:29.568Z,691,,,,,
119839,,173.20604,-1.48186,2013-03-05T06:09:12.096Z,926,,,,,
119839,,173.20217,-1.48117,2013-03-05T06:34:50.880Z,926,,,,,
119839,,173.19896,-1.48056,2013-03-05T06:57:17.856Z,926,,,,,
119839,,172.967646,-1.431875,2013-03-06T09:58:31.296Z,F51,,,,,
119839,,172.964546,-1.431222,2013-03-06T10:19:32.736Z,F51,,,,,
119839,,172.961400,-1.430597,2013-03-06T10:40:37.632Z,F51,,,,,
119839,,172.958296,-1.429961,2013-03-06T11:01:40.800Z,F51,,,,,
119839,,171.72000,-1.15408,2013-03-12T08:51:04.320Z,703,,,,,
119839,,171.71863,-1.15350,2013-03-12T09:00:00.864Z,703,,,,,
119839,,171.71758,-1.15314,2013-03-12T09:09:00.000Z,703,,,,,
119839,,171.71608,-1.15275,2013-03-12T09:17:58.272Z,703,,,,,
119839,,170.67429,-0.90158,2013-03-17T08:07:09.120Z,926,,,,,
119839,,170.67121,-0.90081,2013-03-17T08:27:54.144Z,926,,,,,
119839,,170.66750,-0.89989,2013-03-17T08:52:41.088Z,926,,,,,
119839,,170.49096,-0.85581,2013-03-18T05:17:53.664Z,G45,,,,,
119839,,170.48858,-0.85528,2013-03-18T05:33:13.824Z,G45,,,,,
119839,,170.48071,-0.85336,2013-03-18T06:26:50.496Z,G45,,,,,
119839,,170.46425,-0.84925,2013-03-18T08:17:25.152Z,G45,,,,,
119839,,170.45492,-0.84683,2013-03-18T09:21:02.304Z,G45,,,,,
119839,,170.08017,-0.75167,2013-03-20T05:02:58.560Z,G45,,,,,
119839,,170.06996,-0.74911,2013-03-20T06:13:05.376Z,G45,,,,,
119839,,170.05342,-0.74511,2013-03-20T08:06:12.960Z,G45,,,,,
119839,,170.05063,-0.74431,2013-03-20T08:26:02.688Z,G45,,,,,
119839,,170.04400,-0.74278,2013-03-20T09:10:13.440Z,G45,,,,,
119839,,167.46208,-0.04711,2013-04-03T05:02:18.816Z,703,,,,,
119839,,167.46162,-0.04664,2013-04-03T05:09:31.680Z,703,,,,,
119839,,167.46058,-0.04661,2013-04-03T05:16:50.592Z,703,,,,,
119839,,167.45954,-0.04583,2013-04-03T05:24:07.776Z,703,,,,,
119839,,167.443883,-0.041647,2013-04-03T07:46:40.512Z,F51,,,,,
119839,,167.438775,-0.040278,2013-04-03T08:30:07.200Z,F51,,,,,
119839,,167.436204,-0.039581,2013-04-03T08:51:53.568Z,F51,,,,,
119839,,167.13563,0.04508,2013-04-05T06:21:22.176Z,I41,,,,,
119839,,167.13096,0.04636,2013-04-05T07:03:06.048Z,I41,,,,,
119839,,167.12617,0.04764,2013-04-05T07:46:10.272Z,I41,,,,,
119839,,165.98204,0.37703,2013-04-13T21:22:21.792Z,J43,,,,,
119839,,165.97942,0.37758,2013-04-13T21:54:18.144Z,J43,,,,,
119839,,165.97683,0.37828,2013-04-13T22:26:08.448Z,J43,,,,,
119839,,165.97413,0.37900,2013-04-13T22:57:47.520Z,J43,,,,,
119839,,165.55650,0.49992,2013-04-18T03:11:38.112Z,G96,,,,,
119839,,165.55542,0.50036,2013-04-18T03:29:19.104Z,G96,,,,,
119839,,165.55454,0.50050,2013-04-18T03:42:17.568Z,G96,,,,,
119839,,165.55379,0.50081,2013-04-18T03:55:17.760Z,G96,,,,,
119839,,6.425358,6.184664,2015-07-23T13:19:33.600Z,F51,,,,,
119839,,6.425750,6.185486,2015-07-23T13:36:46.944Z,F51,,,,,
119839,,6.426221,6.186258,2015-07-23T13:54:01.152Z,F51,,,,,
119839,,6.591792,6.607261,2015-07-30T12:53:01.248Z,F51,,,,,
119839,,6.591746,6.607306,2015-07-30T12:53:57.408Z,F51,,,,,
119839,,6.591800,6.607903,2015-07-30T13:10:48.288Z,F51,,,,,
119839,,6.591771,6.607986,2015-07-30T13:11:30.624Z,F51,,,,,
119839,,6.591758,6.608639,2015-07-30T13:28:39.648Z,F51,,,,,
119839,,6.591762,6.608681,2015-07-30T13:29:35.808Z,F51,,,,,
119839,,6.595167,6.657958,2015-07-31T11:53:21.696Z,F51,,,,,
119839,,6.595054,6.658619,2015-07-31T12:12:08.352Z,F51,,,,,
119839,,6.595033,6.659331,2015-07-31T12:29:49.344Z,F51,,,,,
119839,,6.13033,7.16594,2015-08-13T19:30:07.776Z,D29,,,,,
119839,,6.12942,7.16628,2015-08-13T19:50:26.880Z,D29,,,,,
119839,,6.12817,7.16656,2015-08-13T20:10:45.984Z,D29,,,,,
119839,,6.08708,7.17958,2015-08-14T09:51:39.168Z,G45,,,,,
119839,,6.08683,7.17989,2015-08-14T09:59:04.992Z,G45,,,,,
119839,,6.08629,7.18000,2015-08-14T10:06:33.408Z,G45,,,,,
119839,,6.08567,7.18022,2015-08-14T10:18:20.160Z,G45,,,,,
119839,,6.08550,7.18017,2015-08-14T10:21:14.688Z,G45,,,,,
119839,,6.01025,7.20117,2015-08-15T09:54:03.456Z,G45,,,,,
119839,,6.00988,7.20128,2015-08-15T10:01:28.416Z,G45,,,,,
119839,,6.00896,7.20164,2015-08-15T10:16:19.200Z,G45,,,,,
119839,,6.00854,7.20150,2015-08-15T10:23:50.208Z,G45,,,,,
119839,,3.04683,7.09917,2015-09-06T16:36:28.800Z,D29,,,,,
119839,,3.04408,7.09878,2015-09-06T16:58:32.448Z,D29,,,,,
119839,,3.04167,7.09850,2015-09-06T17:20:36.096Z,D29,,,,,
119839,,2.346962,6.977978,2015-09-10T11:38:05.856Z,F51,,,,,
119839,,2.344575,6.977531,2015-09-10T11:55:35.616Z,F51,,,,,
119839,,2.342183,6.977089,2015-09-10T12:13:09.696Z,F51,,,,,
119839,,2.334267,6.975625,2015-09-10T13:11:11.616Z,F51,,,,,
119839,,1.98871,6.90831,2015-09-12T08:25:22.944Z,G45,,,,,
119839,,1.98775,6.90806,2015-09-12T08:33:00.000Z,G45,,,,,
119839,,1.98658,6.90781,2015-09-12T08:40:57.792Z,G45,,,,,
119839,,1.98537,6.90750,2015-09-12T08:49:24.096Z,G45,,,,,
119839,,1.45733,6.79736,2015-09-15T01:14:39.840Z,J43,,,,,
119839,,1.45471,6.79656,2015-09-15T01:33:10.944Z,J43,,,,,
119839,,1.45196,6.79614,2015-09-15T01:51:45.504Z,J43,,,,,
119839,,1.44946,6.79553,2015-09-15T02:10:19.200Z,J43,,,,,
119839,,1.40796,6.78656,2015-09-15T07:12:42.336Z,G45,,,,,
119839,,1.40696,6.78619,2015-09-15T07:20:39.264Z,G45,,,,,
119839,,1.40592,6.78603,2015-09-15T07:27:47.808Z,G45,,,,,
119839,,1.40379,6.78558,2015-09-15T07:42:14.400Z,G45,,,,,
119839,,0.80496,6.64939,2015-09-18T07:00:50.400Z,G96,,,,,
119839,,0.80488,6.64950,2015-09-18T07:01:57.792Z,703,,,,,
119839,,0.80367,6.64911,2015-09-18T07:09:09.792Z,703,,,,,
119839,,0.80342,6.64908,2015-09-18T07:11:22.848Z,G96,,,,,
119839,,0.80258,6.64892,2015-09-18T07:16:21.792Z,703,,,,,
119839,,0.80192,6.64864,2015-09-18T07:21:57.888Z,G96,,,,,
119839,,0.80163,6.64869,2015-09-18T07:23:34.656Z,703,,,,,
119839,,0.80029,6.64833,2015-09-18T07:32:30.336Z,G96,,,,,
119839,,359.77250,6.39267,2015-09-23T07:58:04.800Z,703,,,,,
119839,,359.77250,6.39267,2015-09-23T07:59:17.376Z,G96,,,,,
119839,,359.77142,6.39222,2015-09-23T08:06:31.104Z,703,,,,,
119839,,359.77100,6.39222,2015-09-23T08:09:24.768Z,G96,,,,,
119839,,359.77033,6.39208,2015-09-23T08:14:56.544Z,703,,,,,
119839,,359.76950,6.39189,2015-09-23T08:19:32.160Z,G96,,,,,
119839,,359.76879,6.39228,2015-09-23T08:23:22.848Z,703,,,,,
119839,,359.76804,6.39150,2015-09-23T08:29:40.416Z,G96,,,,,
119839,,359.59712,6.34614,2015-09-24T04:36:00.288Z,G96,,,,,
119839,,359.59546,6.34581,2015-09-24T04:47:05.568Z,G96,,,,,
119839,,359.59383,6.34539,2015-09-24T04:58:09.120Z,G96,,,,,
119839,,359.59217,6.34494,2015-09-24T05:09:14.400Z,G96,,,,,
119839,,359.56350,6.33753,2015-09-24T08:25:09.120Z,G96,,,,,
119839,,359.56208,6.33717,2015-09-24T08:34:43.680Z,G96,,,,,
119839,,359.56071,6.33678,2015-09-24T08:44:18.240Z,G96,,,,,
119839,,359.55929,6.33644,2015-09-24T08:53:55.392Z,G96,,,,,
119839,,358.17417,5.94619,2015-10-01T05:22:39.648Z,G96,,,,,
119839,,358.17300,5.94583,2015-10-01T05:30:59.040Z,G96,,,,,
119839,,358.17183,5.94547,2015-10-01T05:39:21.024Z,G96,,,,,
119839,,358.17058,5.94528,2015-10-01T05:47:43.008Z,G96,,,,,
119839,,357.97638,5.88661,2015-10-02T05:25:56.640Z,G45,,,,,
119839,,357.97633,5.88678,2015-10-02T05:28:07.968Z,G45,,,,,
119839,,357.97521,5.88669,2015-10-02T05:35:38.976Z,G45,,,,,
119839,,357.97408,5.88628,2015-10-02T05:43:22.080Z,G45,,,,,
119839,,357.97304,5.88594,2015-10-02T05:51:01.728Z,G45,,,,,
119839,,356.83642,5.52942,2015-10-08T06:03:15.264Z,703,,,,,
119839,,356.83542,5.52942,2015-10-08T06:10:28.128Z,703,,,,,
119839,,356.83421,5.52917,2015-10-08T06:17:40.992Z,703,,,,,
119839,,356.810925,5.521492,2015-10-08T09:25:00.768Z,F51,,,,,
119839,,356.808537,5.520739,2015-10-08T09:43:17.184Z,F51,,,,,
119839,,356.806154,5.519986,2015-10-08T10:01:35.328Z,F51,,,,,
119839,,356.633742,5.463233,2015-10-09T09:09:23.328Z,F51,,,,,
119839,,356.631408,5.462494,2015-10-09T09:27:35.424Z,F51,,,,,
119839,,356.629083,5.461747,2015-10-09T09:45:44.928Z,F51,,,,,
119839,,356.626771,5.461008,2015-10-09T10:03:54.432Z,F51,,,,,
119839,,356.48867,5.41483,2015-10-10T04:55:43.968Z,G45,,,,,
119839,,356.48813,5.41453,2015-10-10T05:00:55.008Z,G45,,,,,
119839,,356.48546,5.41356,2015-10-10T05:22:19.776Z,G45,,,,,
119839,,356.48304,5.41292,2015-10-10T05:41:02.976Z,G45,,,,,
119839,,356.48092,5.41242,2015-10-10T05:56:36.960Z,G45,,,,,
119839,,356.48100,5.41236,2015-10-10T05:56:49.056Z,G45,,,,,
119839,,355.81421,5.18392,2015-10-14T05:28:17.472Z,703,,,,,
119839,,355.81338,5.18342,2015-10-14T05:37:05.376Z,703,,,,,
119839,,355.81212,5.18333,2015-10-14T05:45:53.280Z,703,,,,,
119839,,355.81092,5.18300,2015-10-14T05:54:36.864Z,703,,,,,
119839,,355.29975,4.99947,2015-10-17T14:09:29.088Z,D29,,,,,
119839,,355.29742,4.99861,2015-10-17T14:31:04.224Z,D29,,,,,
119839,,355.29533,4.99783,2015-10-17T14:52:39.360Z,D29,,,,,
119839,,354.927392,4.860914,2015-10-20T06:15:29.664Z,F51,,,,,
119839,,354.924487,4.859869,2015-10-20T06:45:24.192Z,F51,,,,,
119839,,354.923042,4.859336,2015-10-20T07:00:23.616Z,F51,,,,,
119839,,354.795871,4.810856,2015-10-21T06:20:24.288Z,F51,,,,,
119839,,354.794508,4.810314,2015-10-21T06:35:21.984Z,F51,,,,,
119839,,354.793079,4.809811,2015-10-21T06:50:24.000Z,F51,,,,,
119839,,353.824246,4.165978,2015-11-29T05:01:08.832Z,F51,,,,,
119839,,353.826175,4.166478,2015-11-29T05:39:57.312Z,F51,,,,,
119839,,74.357200,33.156439,2016-12-22T10:16:16.608Z,F51,,,,,
119839,,74.354325,33.155806,2016-12-22T10:33:42.048Z,F51,,,,,
119839,,74.351496,33.155217,2016-12-22T10:51:09.216Z,F51,,,,,
119839,,74.348613,33.154594,2016-12-22T11:08:35.520Z,F51,,,,,
119839,,72.67929,32.73353,2016-12-30T06:10:14.304Z,G96,,,,,
119839,,72.67825,32.73317,2016-12-30T06:18:00.000Z,G96,,,,,
119839,,72.67646,32.73300,2016-12-30T06:26:28.896Z,G96,,,,,
119839,,72.67242,32.73139,2016-12-30T06:59:11.904Z,G45,,,,,
119839,,72.67217,32.73139,2016-12-30T07:00:19.296Z,G45,,,,,
119839,,72.67158,32.73094,2016-12-30T07:06:43.776Z,G45,,,,,
119839,,72.67125,32.73108,2016-12-30T07:07:53.760Z,G45,,,,,
119839,,72.66971,32.73039,2016-12-30T07:15:23.040Z,G45,,,,,
119839,,154.481946,12.694828,2017-10-30T14:45:42.912Z,F51,,,,,
119839,,154.483308,12.694242,2017-10-30T14:53:10.464Z,F51,,,,,
119839,,154.484629,12.693681,2017-10-30T15:00:38.016Z,F51,,,,,
119839,,154.485996,12.693119,2017-10-30T15:08:05.568Z,F51,,,,,
119839,,158.49183,10.89281,2017-11-16T12:11:58.848Z,G96,,,,,
119839,,158.49275,10.89233,2017-11-16T12:19:26.400Z,G96,,,,,
119839,,158.49396,10.89178,2017-11-16T12:26:52.224Z,G96,,,,,
119839,,158.49492,10.89133,2017-11-16T12:34:18.048Z,G96,,,,,
119839,,163.25375,8.39922,2017-12-16T10:55:36.192Z,G96,,,,,
119839,,163.25425,8.39892,2017-12-16T11:03:03.744Z,G96,,,,,
119839,,163.25467,8.39867,2017-12-16T11:10:32.160Z,G96,,,,,
119839,,163.25517,8.39825,2017-12-16T11:18:00.576Z,G96,,,,,
119839,,163.918058,7.343039,2018-01-13T12:27:54.432Z,F51,,,,,
119839,,163.917254,7.342892,2018-01-13T12:44:48.768Z,F51,,,,,
119839,,163.916617,7.342806,2018-01-13T13:01:47.424Z,F51,,,,,
119839,,163.915842,7.342653,2018-01-13T13:18:52.992Z,F51,,,,,
119839,,163.801129,7.325750,2018-01-15T11:25:57.504Z,F51,,,,,
119839,,163.799387,7.325606,2018-01-15T12:01:28.128Z,F51,,,,,
119839,,163.798492,7.325511,2018-01-15T12:19:26.400Z,F51,,,,,
119839,,163.392533,7.316136,2018-01-20T13:50:50.208Z,F51,,,,,
119839,,163.391325,7.316181,2018-01-20T14:08:07.872Z,F51,,,,,
119839,,163.390125,7.316194,2018-01-20T14:25:27.264Z,F51,,,,,
119839,,162.62442,7.37967,2018-01-27T09:20:03.552Z,G96,,,,,
119839,,162.62371,7.37967,2018-01-27T09:26:52.224Z,G96,,,,,
119839,,162.62313,7.37978,2018-01-27T09:33:40.896Z,G96,,,,,
119839,,162.62246,7.37989,2018-01-27T09:40:29.568Z,G96,,,,,
119839,,157.86183,8.23661,2018-02-22T11:16:42.816Z,G96,,,,,
119839,,157.86054,8.23683,2018-02-22T11:24:54.432Z,G96,,,,,
119839,,157.85933,8.23711,2018-02-22T11:33:06.912Z,G96,,,,,
119839,,157.85813,8.23733,2018-02-22T11:41:22.848Z,G96,,,,,
119839,,157.69458,8.27067,2018-02-23T06:03:48.960Z,703,,,,,
119839,,157.69342,8.27117,2018-02-23T06:11:26.016Z,703,,,,,
119839,,157.69217,8.27136,2018-02-23T06:19:03.072Z,703,,,,,
119839,,157.69092,8.27167,2018-02-23T06:26:40.128Z,703,,,,,
119839,,157.06179,8.39967,2018-02-26T04:26:54.240Z,703,,,,,
119839,,157.06021,8.40011,2018-02-26T04:36:13.248Z,703,,,,,
119839,,157.05858,8.40011,2018-02-26T04:45:32.256Z,703,,,,,
119839,,157.05708,8.40039,2018-02-26T04:54:51.264Z,703,,,,,
119839,,153.88758,9.03036,2018-03-13T13:45:27.072Z,D29,,,,,
119839,,153.88467,9.03089,2018-03-13T14:05:48.768Z,D29,,,,,
119839,,153.88200,9.03147,2018-03-13T14:26:11.328Z,D29,,,,,
119839,,152.41196,9.29300,2018-03-22T04:13:23.808Z,G96,,,,,
119839,,152.41108,9.29317,2018-03-22T04:20:56.544Z,G96,,,,,
119839,,152.41025,9.29331,2018-03-22T04:28:30.144Z,G96,,,,,
119839,,152.40933,9.29350,2018-03-22T04:36:02.880Z,G96,,,,,
119839,,240.612542,-27.909922,2019-02-04T15:32:55.968Z,F51,,,,,
119839,,240.613746,-27.910342,2019-02-04T15:38:31.200Z,F51,,,,,
119839,,240.615021,-27.910661,2019-02-04T15:44:06.432Z,F51,,,,,
119839,,240.616250,-27.911056,2019-02-04T15:49:40.800Z,F51,,,,,
119839,,352.530029,-2.286897,2020-07-17T12:26:00.384Z,F51,,,,,
119839,,352.529808,-2.286472,2020-07-17T12:43:24.096Z,F51,,,,,
119839,,352.529604,-2.286042,2020-07-17T13:00:46.080Z,F51,,,,,
119839,,352.529375,-2.285589,2020-07-17T13:18:04.608Z,F51,,,,,
119839,,352.51675,-2.25506,2020-07-18T10:03:06.9Z,I41,0.156,0.156,,0.00000,
119839,,352.51592,-2.25369,2020-07-18T11:02:03.3Z,I41,0.215,0.215,,0.00000,
119839,,352.513804,-2.249536,2020-07-18T13:46:22.368Z,F52,,,,,
