provID,ra,dec,obsTime,stn,rmsRA,rmsDec,rmsTime,rmsCorr,uncTime
2002 FJ36,187.1895471,6.8546032,2025-04-28T03:25:49.192Z,X05,0.0044,0.0049,,-0.0424,
2002 FJ36,187.1894752,6.8546194,2025-04-28T03:26:31.381Z,X05,0.0041,0.0046,,-0.0613,
2002 FJ36,187.1893328,6.8546703,2025-04-28T03:27:56.260Z,X05,0.0048,0.0059,,-0.0992,
2002 FJ36,187.1875242,6.8552576,2025-04-28T03:45:49.772Z,X05,0.0491,0.0656,,-0.0743,
2002 FJ36,187.1874339,6.8553103,2025-04-28T03:46:39.788Z,X05,0.0437,0.0483,,-0.0323,
2002 FJ36,187.1872804,6.8553564,2025-04-28T03:48:20.522Z,X05,0.0531,0.0456,,0.0578,
2002 FJ36,187.1871121,6.8554442,2025-04-28T03:50:02.310Z,X05,0.0522,0.0611,,-0.0673,
2002 FJ36,187.1869991,6.8554686,2025-04-28T03:50:51.696Z,X05,0.0400,0.0437,,-0.0441,
2002 FJ36,187.1869336,6.855481,2025-04-28T03:51:41.445Z,X05,0.0836,0.0867,,-0.0205,
2002 FJ36,187.1868374,6.8555151,2025-04-28T03:52:32.715Z,X05,0.0498,0.0548,,-0.0513,
2002 FJ36,187.1866462,6.8555803,2025-04-28T03:54:17.276Z,X05,0.0407,0.0502,,-0.1384,
2002 FJ36,187.1865576,6.8556054,2025-04-28T03:55:07.112Z,X05,0.0446,0.0422,,0.0502,
2002 FJ36,187.1864939,6.8556546,2025-04-28T03:55:56.939Z,X05,0.0514,0.0634,,-0.1968,
2002 FJ36,187.1863835,6.8556539,2025-04-28T03:56:47.448Z,X05,0.0400,0.0392,,0.0212,
2002 FJ36,187.186223,6.8557157,2025-04-28T03:58:30.930Z,X05,0.0296,0.0299,,-0.0040,
2002 FJ36,187.1861467,6.8557559,2025-04-28T03:59:20.722Z,X05,0.0365,0.0355,,0.0398,
2002 FJ36,187.1859735,6.8558053,2025-04-28T04:01:01.879Z,X05,0.0352,0.0336,,0.0644,
2002 FJ36,187.1836212,6.8566003,2025-04-28T04:24:20.159Z,X05,0.0053,0.0058,,-0.0881,
2002 FJ36,187.183552,6.8566234,2025-04-28T04:25:01.338Z,X05,0.0058,0.0051,,0.1650,
2002 FJ36,187.1834111,6.8566714,2025-04-28T04:26:25.310Z,X05,0.0043,0.0047,,-0.1240,
2002 FJ36,187.1833403,6.8566947,2025-04-28T04:27:08.156Z,X05,0.0053,0.0048,,0.2075,
2002 FJ36,187.1831903,6.856745,2025-04-28T04:28:35.791Z,X05,0.0047,0.0045,,0.0681,
2002 FJ36,187.1831193,6.8567682,2025-04-28T04:29:18.101Z,X05,0.0053,0.0058,,-0.2027,
2002 FJ36,187.1830428,6.856797,2025-04-28T04:30:01.543Z,X05,0.0051,0.0051,,0.0031,
2002 FJ36,187.1825395,6.8569668,2025-04-28T04:35:02.889Z,X05,0.0044,0.0043,,0.0656,
2002 FJ36,187.1824647,6.856985,2025-04-28T04:35:45.899Z,X05,0.0052,0.0054,,-0.1732,
2002 FJ36,187.1824008,6.8570149,2025-04-28T04:36:29.004Z,X05,0.0048,0.0049,,-0.0513,
2002 FJ36,187.182251,6.8570612,2025-04-28T04:37:55.274Z,X05,0.0041,0.0043,,-0.2466,
2002 FJ36,187.1821765,6.8570867,2025-04-28T04:38:39.606Z,X05,0.0043,0.0044,,0.0009,
2002 FJ36,187.181703,6.857246,2025-04-28T04:43:23.387Z,X05,0.0054,0.0070,,-0.2944,
2002 FJ36,187.1816281,6.8572712,2025-04-28T04:44:08.203Z,X05,0.0048,0.0059,,-0.2647,
2002 FJ36,187.1814836,6.857315,2025-04-28T04:45:35.674Z,X05,0.0058,0.0071,,-0.2810,
2002 FJ36,187.1813363,6.8573693,2025-04-28T04:47:01.374Z,X05,0.0048,0.0056,,-0.2234,
2002 FJ36,187.1812656,6.8573929,2025-04-28T04:47:44.427Z,X05,0.0048,0.0051,,-0.0926,
2002 FJ36,187.1811925,6.8574171,2025-04-28T04:48:29.208Z,X05,0.0066,0.0068,,-0.0718,
2002 FJ36,187.1811173,6.8574413,2025-04-28T04:49:12.054Z,X05,0.0058,0.0065,,-0.2146,
2002 FJ36,187.1809692,6.8574921,2025-04-28T04:50:38.471Z,X05,0.0057,0.0065,,-0.3007,
2002 FJ36,187.1809031,6.8575136,2025-04-28T04:51:20.367Z,X05,0.0052,0.0058,,-0.3749,
2002 FJ36,187.1806122,6.8576096,2025-04-28T04:54:13.599Z,X05,0.0061,0.0066,,-0.3286,
2002 FJ36,187.1805377,6.8576408,2025-04-28T04:54:58.561Z,X05,0.0055,0.0057,,-0.1710,
2002 FJ36,187.1803911,6.8576864,2025-04-28T04:56:25.739Z,X05,0.0066,0.0068,,-0.2030,
2002 FJ36,186.9398832,6.9413604,2025-04-30T00:45:30.340Z,X05,0.0043,0.0044,,0.0688,
2002 FJ36,186.9396182,6.9414406,2025-04-30T00:48:18.803Z,X05,0.0043,0.0042,,-0.0670,
2002 FJ36,186.9395504,6.9414619,2025-04-30T00:49:01.087Z,X05,0.0044,0.0045,,0.0086,
2002 FJ36,186.9394181,6.9415059,2025-04-30T00:50:25.742Z,X05,0.0050,0.0050,,0.0133,
2002 FJ36,186.9392895,6.9415483,2025-04-30T00:51:50.379Z,X05,0.0037,0.0039,,0.0856,
2002 FJ36,186.9350659,6.9428818,2025-04-30T01:36:49.100Z,X05,0.0040,0.0042,,0.0815,
2002 FJ36,186.9349263,6.9429249,2025-04-30T01:38:16.261Z,X05,0.0037,0.0038,,0.0158,
2002 FJ36,186.9348584,6.9429459,2025-04-30T01:39:01.586Z,X05,0.0033,0.0033,,-0.0038,
2002 FJ36,186.9346587,6.9430057,2025-04-30T01:41:07.946Z,X05,0.0041,0.0043,,0.0785,
2002 FJ36,186.9345939,6.9430294,2025-04-30T01:41:50.040Z,X05,0.0032,0.0032,,0.0269,
2002 FJ36,186.934522,6.9430511,2025-04-30T01:42:35.072Z,X05,0.0035,0.0033,,-0.0819,
2002 FJ36,186.9344596,6.9430745,2025-04-30T01:43:17.209Z,X05,0.0035,0.0034,,-0.0177,
2002 FJ36,186.9342587,6.9431365,2025-04-30T01:45:25.850Z,X05,0.0044,0.0041,,-0.0639,
2002 FJ36,186.9316377,6.9439521,2025-04-30T02:13:15.694Z,X05,0.0032,0.0028,,-0.1009,
2002 FJ36,186.9303978,6.9443348,2025-04-30T02:26:25.926Z,X05,0.0077,0.0063,,-0.0744,
2002 FJ36,186.9303317,6.9443593,2025-04-30T02:27:09.584Z,X05,0.0067,0.0057,,-0.0500,
2002 FJ36,186.9243254,6.9462163,2025-04-30T03:31:04.353Z,X05,0.0065,0.0069,,-0.0108,
2002 FJ36,186.9242546,6.9462385,2025-04-30T03:31:47.760Z,X05,0.0054,0.0065,,-0.0196,
2002 FJ36,186.9241905,6.9462589,2025-04-30T03:32:29.664Z,X05,0.0052,0.0048,,0.0174,
2002 FJ36,186.9241275,6.9462803,2025-04-30T03:33:11.940Z,X05,0.0049,0.0047,,0.0172,
2002 FJ36,186.9239252,6.9463413,2025-04-30T03:35:20.659Z,X05,0.0052,0.0045,,0.0476,
2002 FJ36,186.9238591,6.9463632,2025-04-30T03:36:02.640Z,X05,0.0039,0.0041,,-0.0132,
2002 FJ36,186.9237261,6.9464036,2025-04-30T03:37:27.373Z,X05,0.0063,0.0053,,0.0749,
2002 FJ36,186.9235932,6.9464451,2025-04-30T03:38:53.177Z,X05,0.0056,0.0056,,0.0053,
2002 FJ36,186.9235277,6.9464644,2025-04-30T03:39:35.020Z,X05,0.0052,0.0048,,0.0568,
2002 FJ36,186.923196,6.9465632,2025-04-30T03:43:07.607Z,X05,0.0051,0.0051,,0.0170,
2002 FJ36,186.9230605,6.9466087,2025-04-30T03:44:32.478Z,X05,0.0053,0.0049,,0.0687,
2002 FJ36,186.9229254,6.9466512,2025-04-30T03:45:59.414Z,X05,0.0063,0.0067,,-0.0524,
2002 FJ36,186.9228611,6.9466683,2025-04-30T03:46:41.119Z,X05,0.0048,0.0050,,-0.0476,
2002 FJ36,186.9216893,6.9470322,2025-04-30T03:59:13.724Z,X05,0.0052,0.0051,,0.0290,
2002 FJ36,186.9216215,6.9470552,2025-04-30T03:59:55.420Z,X05,0.0056,0.0058,,-0.0531,
2002 FJ36,186.9215544,6.9470691,2025-04-30T04:00:39.026Z,X05,0.0056,0.0062,,-0.1709,
2002 FJ36,186.9208889,6.94728,2025-04-30T04:07:40.615Z,X05,0.0530,0.0528,,0.0021,
2002 FJ36,186.9206596,6.9473466,2025-04-30T04:10:12.411Z,X05,0.0451,0.0429,,0.0270,
2002 FJ36,186.9203357,6.9474475,2025-04-30T04:13:35.676Z,X05,0.0537,0.0498,,0.0454,
2002 FJ36,186.9202674,6.9474877,2025-04-30T04:14:28.484Z,X05,0.0389,0.0445,,-0.0864,
2002 FJ36,186.9201199,6.9475115,2025-04-30T04:16:09.943Z,X05,0.0415,0.0371,,0.0824,
2002 FJ36,186.9199376,6.947571,2025-04-30T04:17:52.388Z,X05,0.0420,0.0390,,0.0687,
2002 FJ36,186.9198492,6.9475897,2025-04-30T04:18:41.808Z,X05,0.0453,0.0404,,0.1221,
2002 FJ36,186.9197168,6.9476127,2025-04-30T04:20:22.361Z,X05,0.0563,0.0562,,0.0084,
2002 FJ36,186.9195404,6.9477012,2025-04-30T04:22:05.868Z,X05,0.0613,0.0595,,0.0419,
2002 FJ36,186.9194855,6.9477211,2025-04-30T04:22:55.574Z,X05,0.0658,0.0713,,-0.1009,
2002 FJ36,186.919313,6.9477565,2025-04-30T04:24:39.245Z,X05,0.0530,0.0542,,-0.0234,
2002 FJ36,186.9191599,6.9478087,2025-04-30T04:26:20.947Z,X05,0.0483,0.0489,,-0.0117,
2002 FJ36,186.919086,6.9478175,2025-04-30T04:27:13.132Z,X05,0.0501,0.0470,,0.1515,
2002 FJ36,186.9186667,6.9479603,2025-04-30T04:31:30.587Z,X05,0.0686,0.0712,,-0.0267,
2002 FJ36,186.91836,6.9480744,2025-04-30T04:34:53.195Z,X05,0.0934,0.0789,,0.1992,
2002 FJ36,186.9182767,6.9480957,2025-04-30T04:35:42.892Z,X05,0.0621,0.0615,,0.0236,
2002 FJ36,186.9181466,6.948135,2025-04-30T04:37:23.194Z,X05,0.0613,0.0699,,-0.1751,
2002 FJ36,186.917973,6.9481667,2025-04-30T04:39:04.809Z,X05,0.0454,0.0502,,-0.1539,
2002 FJ36,186.9178941,6.9482102,2025-04-30T04:39:54.238Z,X05,0.0487,0.0519,,-0.1105,
2002 FJ36,186.9177962,6.9482358,2025-04-30T04:40:44.722Z,X05,0.0470,0.0488,,-0.0742,
2002 FJ36,186.917727,6.9482317,2025-04-30T04:41:35.516Z,X05,0.0867,0.0890,,-0.0413,
2002 FJ36,186.9173285,6.948387,2025-04-30T04:45:51.416Z,X05,0.0750,0.0789,,-0.1583,
2002 FJ36,186.9169239,6.9485086,2025-04-30T04:50:11.722Z,X05,0.0506,0.0517,,-0.1806,
2002 FJ36,186.9167978,6.9485369,2025-04-30T04:51:52.646Z,X05,0.1028,0.1037,,-0.0442,
2002 FJ36,186.9167018,6.9485899,2025-04-30T04:52:42.257Z,X05,0.0889,0.0896,,0.0009,
2002 FJ36,186.916644,6.9486008,2025-04-30T04:53:34.995Z,X05,0.0721,0.0723,,-0.0366,
2002 FJ36,186.9165542,6.9486273,2025-04-30T04:54:25.652Z,X05,0.0596,0.0594,,-0.1521,
2002 FJ36,186.6956879,7.0187117,2025-05-02T00:54:03.902Z,X05,0.0047,0.0049,,0.2459,
2002 FJ36,186.6956251,7.0187248,2025-05-02T00:54:46.091Z,X05,0.0044,0.0045,,0.1170,
2002 FJ36,186.695559,7.0187446,2025-05-02T00:55:27.641Z,X05,0.0049,0.0050,,0.0746,
2002 FJ36,186.6955041,7.0187594,2025-05-02T00:56:09.061Z,X05,0.0049,0.0050,,0.0966,
2002 FJ36,186.6954396,7.0187923,2025-05-02T00:56:50.317Z,X05,0.0053,0.0053,,-0.0660,
2002 FJ36,186.6953841,7.0187967,2025-05-02T00:57:31.556Z,X05,0.0041,0.0043,,0.1073,
2002 FJ36,186.6941125,7.0191577,2025-05-02T01:12:26.202Z,X05,0.0040,0.0045,,0.0825,
2002 FJ36,186.6940463,7.019172,2025-05-02T01:13:07.630Z,X05,0.0037,0.0040,,0.0510,
2002 FJ36,186.6935599,7.0193158,2025-05-02T01:18:50.889Z,X05,0.0050,0.0050,,-0.0472,
2002 FJ36,186.693439,7.0193507,2025-05-02T01:20:13.660Z,X05,0.0038,0.0040,,0.0674,
2002 FJ36,186.6933194,7.0193892,2025-05-02T01:21:36.570Z,X05,0.0038,0.0040,,0.1702,
2002 FJ36,186.6932583,7.0193948,2025-05-02T01:22:18.016Z,X05,0.0038,0.0042,,0.2497,
2002 FJ36,186.6932034,7.0194209,2025-05-02T01:22:59.894Z,X05,0.0039,0.0041,,0.1143,
2002 FJ36,186.6931428,7.0194341,2025-05-02T01:23:41.409Z,X05,0.0042,0.0044,,0.0839,
2002 FJ36,186.6930813,7.0194509,2025-05-02T01:24:25.948Z,X05,0.0041,0.0043,,0.0833,
2002 FJ36,186.6930181,7.0194674,2025-05-02T01:25:07.852Z,X05,0.0039,0.0039,,-0.0347,
2002 FJ36,186.6929605,7.0194863,2025-05-02T01:25:49.013Z,X05,0.0033,0.0036,,0.1160,
2002 FJ36,186.6928993,7.0194979,2025-05-02T01:26:30.511Z,X05,0.0038,0.0039,,0.0550,
2002 FJ36,186.6928375,7.019513,2025-05-02T01:27:11.828Z,X05,0.0026,0.0030,,0.1900,
2002 FJ36,186.6927782,7.0195334,2025-05-02T01:27:54.561Z,X05,0.0028,0.0032,,0.1723,
2002 FJ36,186.6925968,7.0195832,2025-05-02T01:30:00.351Z,X05,0.0034,0.0036,,0.0448,
2002 FJ36,186.6925399,7.0196003,2025-05-02T01:30:41.762Z,X05,0.0027,0.0032,,0.1479,
2002 FJ36,186.6924204,7.0196378,2025-05-02T01:32:05.095Z,X05,0.0034,0.0039,,0.0997,
2002 FJ36,186.6922993,7.0196753,2025-05-02T01:33:28.333Z,X05,0.0036,0.0041,,0.0829,
2002 FJ36,186.6922441,7.019691,2025-05-02T01:34:09.183Z,X05,0.0031,0.0034,,0.0561,
2002 FJ36,186.6921225,7.0197208,2025-05-02T01:35:32.792Z,X05,0.0032,0.0037,,0.0664,
2002 FJ36,186.6920013,7.0197545,2025-05-02T01:36:58.579Z,X05,0.0030,0.0036,,0.0756,
2002 FJ36,186.6919383,7.0197665,2025-05-02T01:37:39.696Z,X05,0.0029,0.0032,,0.0297,
2002 FJ36,186.6918865,7.0197904,2025-05-02T01:38:20.935Z,X05,0.0030,0.0035,,0.0636,
2002 FJ36,186.6918191,7.0198052,2025-05-02T01:39:03.703Z,X05,0.0057,0.0058,,-0.0012,
2002 FJ36,186.6917478,7.0198278,2025-05-02T01:39:53.184Z,X05,0.0057,0.0060,,0.0569,
2002 FJ36,186.6916871,7.0198451,2025-05-02T01:40:34.345Z,X05,0.0050,0.0055,,0.1720,
2002 FJ36,186.6916297,7.0198626,2025-05-02T01:41:15.679Z,X05,0.0042,0.0044,,0.0691,
2002 FJ36,186.6915693,7.0198768,2025-05-02T01:41:57.194Z,X05,0.0034,0.0039,,0.1726,
2002 FJ36,186.6915122,7.0198899,2025-05-02T01:42:39.090Z,X05,0.0040,0.0041,,0.0321,
2002 FJ36,186.6913911,7.0199198,2025-05-02T01:44:01.748Z,X05,0.0037,0.0040,,0.0889,
2002 FJ36,186.6913314,7.0199415,2025-05-02T01:44:43.350Z,X05,0.0040,0.0042,,0.0586,
2002 FJ36,186.6912683,7.0199595,2025-05-02T01:45:25.366Z,X05,0.0042,0.0046,,0.0831,
2002 FJ36,186.6912097,7.0199701,2025-05-02T01:46:06.787Z,X05,0.0050,0.0049,,-0.0166,
2002 FJ36,186.6910951,7.0200138,2025-05-02T01:47:29.782Z,X05,0.0043,0.0042,,-0.0258,
2002 FJ36,186.691032,7.0200279,2025-05-02T01:48:11.764Z,X05,0.0033,0.0037,,0.0822,
2002 FJ36,186.6909739,7.0200432,2025-05-02T01:48:53.668Z,X05,0.0033,0.0039,,0.1136,
2002 FJ36,186.6909128,7.0200608,2025-05-02T01:49:35.477Z,X05,0.0036,0.0039,,0.0493,
2002 FJ36,186.6907907,7.0200951,2025-05-02T01:51:00.642Z,X05,0.0039,0.0038,,-0.0298,
2002 FJ36,186.6907294,7.0201129,2025-05-02T01:51:44.714Z,X05,0.0039,0.0039,,-0.0092,
2002 FJ36,186.6906082,7.0201459,2025-05-02T01:53:08.047Z,X05,0.0034,0.0041,,0.0950,
2002 FJ36,186.6904859,7.0201835,2025-05-02T01:54:33.868Z,X05,0.0041,0.0044,,0.0210,
2002 FJ36,186.6904242,7.0201925,2025-05-02T01:55:15.202Z,X05,0.0037,0.0040,,0.0246,
2002 FJ36,186.6903033,7.0202287,2025-05-02T01:56:39.502Z,X05,0.0038,0.0041,,0.0185,
2002 FJ36,186.6902418,7.0202447,2025-05-02T01:57:23.290Z,X05,0.0034,0.0041,,0.0355,
2002 FJ36,186.690183,7.0202623,2025-05-02T01:58:05.090Z,X05,0.0041,0.0045,,0.0135,
2002 FJ36,186.6901232,7.0202808,2025-05-02T01:58:46.450Z,X05,0.0036,0.0039,,0.0098,
2002 FJ36,186.6900641,7.0202976,2025-05-02T01:59:27.974Z,X05,0.0042,0.0044,,0.0016,
2002 FJ36,186.6900002,7.0203151,2025-05-02T02:00:10.051Z,X05,0.0042,0.0049,,0.0142,
2002 FJ36,186.6899308,7.0203407,2025-05-02T02:00:59.834Z,X05,0.0053,0.0057,,0.0670,
2002 FJ36,186.689873,7.0203522,2025-05-02T02:01:41.341Z,X05,0.0060,0.0068,,0.1230,
2002 FJ36,186.6893552,7.0204883,2025-05-02T02:07:39.823Z,X05,0.0055,0.0065,,0.1561,
2002 FJ36,186.6892994,7.0205132,2025-05-02T02:08:21.632Z,X05,0.0057,0.0059,,0.0139,
2002 FJ36,186.6892385,7.0205261,2025-05-02T02:09:02.681Z,X05,0.0048,0.0054,,0.0863,
2002 FJ36,186.6891767,7.0205457,2025-05-02T02:09:44.118Z,X05,0.0047,0.0057,,0.1476,
2002 FJ36,186.6891224,7.0205583,2025-05-02T02:10:25.918Z,X05,0.0058,0.0061,,0.0210,
2002 FJ36,186.6890615,7.0205771,2025-05-02T02:11:07.053Z,X05,0.0052,0.0063,,0.1105,
2002 FJ36,186.689001,7.0205914,2025-05-02T02:11:48.932Z,X05,0.0058,0.0061,,0.0283,
2002 FJ36,186.6889385,7.0206142,2025-05-02T02:12:30.162Z,X05,0.0043,0.0050,,0.0801,
2002 FJ36,186.6888814,7.0206258,2025-05-02T02:13:11.867Z,X05,0.0046,0.0056,,0.0991,
2002 FJ36,186.6888246,7.0206471,2025-05-02T02:13:53.114Z,X05,0.0064,0.0066,,0.0089,
2002 FJ36,186.6887599,7.0206583,2025-05-02T02:14:34.552Z,X05,0.0050,0.0061,,0.0843,
2002 FJ36,186.6887028,7.0206773,2025-05-02T02:15:16.689Z,X05,0.0060,0.0057,,-0.0296,
2002 FJ36,186.6886386,7.0206944,2025-05-02T02:15:58.230Z,X05,0.0055,0.0055,,-0.0012,
2002 FJ36,186.6885834,7.0207063,2025-05-02T02:16:39.495Z,X05,0.0055,0.0063,,0.0391,
2002 FJ36,186.6884017,7.0207593,2025-05-02T02:18:45.466Z,X05,0.0048,0.0056,,0.0385,
2002 FJ36,186.6883426,7.0207777,2025-05-02T02:19:26.826Z,X05,0.0044,0.0055,,0.0451,
2002 FJ36,186.6882235,7.0208129,2025-05-02T02:20:50.219Z,X05,0.0060,0.0057,,-0.0105,
2002 FJ36,186.688102,7.0208437,2025-05-02T02:22:14.813Z,X05,0.0050,0.0057,,0.0052,
2002 FJ36,186.6880418,7.0208611,2025-05-02T02:22:56.320Z,X05,0.0042,0.0049,,-0.0036,
2002 FJ36,186.687924,7.0208907,2025-05-02T02:24:19.238Z,X05,0.0039,0.0047,,-0.0105,
2002 FJ36,186.6878662,7.0209178,2025-05-02T02:25:01.444Z,X05,0.0040,0.0053,,-0.0342,
2002 FJ36,186.6878035,7.0209314,2025-05-02T02:25:43.270Z,X05,0.0049,0.0054,,-0.0076,
2002 FJ36,186.6877446,7.0209375,2025-05-02T02:26:24.397Z,X05,0.0045,0.0049,,-0.0106,
2002 FJ36,186.6876833,7.0209634,2025-05-02T02:27:07.355Z,X05,0.0039,0.0049,,-0.0518,
2002 FJ36,186.6876261,7.0209811,2025-05-02T02:27:49.190Z,X05,0.0056,0.0062,,-0.0185,
2002 FJ36,186.6875517,7.0210003,2025-05-02T02:28:38.170Z,X05,0.0068,0.0075,,0.0471,
2002 FJ36,186.6874916,7.021014,2025-05-02T02:29:19.340Z,X05,0.0088,0.0076,,-0.0905,
2002 FJ36,186.6874313,7.0210299,2025-05-02T02:30:00.786Z,X05,0.0042,0.0050,,0.0849,
2002 FJ36,186.6873752,7.0210451,2025-05-02T02:30:42.137Z,X05,0.0044,0.0057,,0.0948,
2002 FJ36,186.6871962,7.0210974,2025-05-02T02:32:48.298Z,X05,0.0066,0.0068,,0.0112,
2002 FJ36,186.6871323,7.0211101,2025-05-02T02:33:29.442Z,X05,0.0055,0.0056,,0.0010,
2002 FJ36,186.6870733,7.021135,2025-05-02T02:34:11.242Z,X05,0.0043,0.0055,,0.0444,
2002 FJ36,186.6870117,7.0211431,2025-05-02T02:34:53.414Z,X05,0.0060,0.0063,,0.0071,
2002 FJ36,186.686956,7.0211686,2025-05-02T02:35:35.024Z,X05,0.0053,0.0068,,0.0274,
2002 FJ36,186.6868917,7.0211746,2025-05-02T02:36:16.539Z,X05,0.0055,0.0055,,-0.0055,
2002 FJ36,186.6868382,7.021196,2025-05-02T02:36:58.244Z,X05,0.0057,0.0054,,-0.0057,
2002 FJ36,186.6867723,7.0212105,2025-05-02T02:37:39.647Z,X05,0.0059,0.0066,,0.0013,
2002 FJ36,186.6865971,7.0212593,2025-05-02T02:39:45.377Z,X05,0.0040,0.0047,,-0.0031,
2002 FJ36,186.6865359,7.0212792,2025-05-02T02:40:27.065Z,X05,0.0039,0.0047,,-0.0172,
2002 FJ36,186.686414,7.0213169,2025-05-02T02:41:50.847Z,X05,0.0053,0.0052,,0.0010,
2002 FJ36,186.6862944,7.0213477,2025-05-02T02:43:15.666Z,X05,0.0049,0.0050,,-0.0022,
2002 FJ36,186.6862341,7.0213689,2025-05-02T02:43:57.068Z,X05,0.0058,0.0057,,0.0106,
2002 FJ36,186.6861163,7.0213981,2025-05-02T02:45:20.021Z,X05,0.0052,0.0053,,-0.0103,
2002 FJ36,186.6859953,7.0214339,2025-05-02T02:46:42.896Z,X05,0.0053,0.0055,,-0.0135,
2002 FJ36,186.6859361,7.0214452,2025-05-02T02:47:24.299Z,X05,0.0047,0.0050,,-0.0249,
2002 FJ36,186.6858787,7.021461,2025-05-02T02:48:06.488Z,X05,0.0062,0.0070,,-0.0659,
2002 FJ36,186.6858163,7.0214777,2025-05-02T02:48:48.020Z,X05,0.0064,0.0065,,-0.0065,
2002 FJ36,186.6857449,7.0215002,2025-05-02T02:49:37.510Z,X05,0.0055,0.0064,,0.0315,
2002 FJ36,186.6856936,7.0215206,2025-05-02T02:50:19.354Z,X05,0.0059,0.0073,,0.0574,
2002 FJ36,186.6856232,7.0215263,2025-05-02T02:51:00.299Z,X05,0.0064,0.0060,,-0.0155,
2002 FJ36,186.6855678,7.0215547,2025-05-02T02:51:42.574Z,X05,0.0061,0.0070,,0.0130,
2002 FJ36,186.6855095,7.0215677,2025-05-02T02:52:25.066Z,X05,0.0051,0.0058,,0.0206,
2002 FJ36,186.6854474,7.0215879,2025-05-02T02:53:07.134Z,X05,0.0049,0.0062,,0.0096,
2002 FJ36,186.685386,7.021605,2025-05-02T02:53:49.029Z,X05,0.0046,0.0053,,0.0133,
