provID,method,flag
2004 HP79,orbit_fit,3
2005 RN43,orbit_fit,3
2006 HQ122,orbit_fit,3
2015 KK178,orbit_fit,3
2025 MF348,orbit_fit,3
2025 MH352,orbit_fit,3
2025 MV349,orbit_fit,3
2025 NG194,orbit_fit,3
2025 NK191,orbit_fit,3
2025 NX193,orbit_fit,3
2025 OC344,orbit_fit,3
