provID,csq,ndof,state,epoch,cov,niter
427514,55.740068575875135,340,"[-0.7526446668005887, -2.126168513004353, -1.0742231785232463, 0.010293680039206707, -0.004074576008472936, -0.0017995579476610902]",2460488.839162968,"[2.1822498415e-314, 5.21501852127906e-310, 5.21501774884813e-310, 2.415226985e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415226985e-314, 0.0, 5.21501774884813e-310, 2.415226993e-314, 2.1822918648e-314, 2.182291839e-314, 5.21501852127906e-310, 2.415226985e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415226985e-314, 0.0, 5.21501861854635e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.21501852127906e-310, 0.0, 2.4151559897e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
480913,5725944820.496311,302,"[2.237955256112119, -0.8602437284752875, -0.40666357243714507, 0.003675600979600464, 0.010619520937851722, 0.0029860525608007317]",0.0,"[2.1822498415e-314, 5.2150185375366e-310, 5.21501774884813e-310, 2.415224961e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415224961e-314, 0.0, 5.21501774884813e-310, 2.415224969e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185375366e-310, 2.415224961e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415224961e-314, 0.0, 5.2150186410544e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185375366e-310, 0.0, 2.159163061e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",6
530510,16.710109389163122,252,"[2.3951093909320313, -0.5907602468416794, -0.4943779295012574, 0.005000605426081062, 0.009133458133038796, 0.0033399589431619366]",2460557.798792238,"[2.1822498415e-314, 5.2150185308916e-310, 5.21501774884813e-310, 2.415224803e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415224803e-314, 0.0, 5.21501774884813e-310, 2.415224811e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185308916e-310, 2.415224803e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415224803e-314, 0.0, 5.215018629215e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185308916e-310, 0.0, 2.41515595e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
549651,17.86260587075945,220,"[2.855208015882183, -0.17367921228004654, -0.33918395103218546, 0.0006839129568287282, 0.009412000616726802, 0.001815735724125334]",2460578.7268203595,"[2.1822498415e-314, 5.2150185308647e-310, 5.21501774884813e-310, 2.415224803e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415224803e-314, 0.0, 5.21501774884813e-310, 2.415224811e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185308647e-310, 2.415224803e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415224803e-314, 0.0, 5.2150186291992e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185308647e-310, 0.0, 2.159290838e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
577755,26.371093122832246,348,"[-1.0416837627230382, -1.8682326233911457, -0.8198635360040243, 0.011268098089257684, -0.003190668540654956, -0.0010905345472066405]",2460467.8736744206,"[2.1822498415e-314, 5.21501853739113e-310, 5.21501774884813e-310, 2.4152253407e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.4152253407e-314, 0.0, 5.21501774884813e-310, 2.4152253486e-314, 2.1822918648e-314, 2.182291839e-314, 5.21501853739113e-310, 2.4152253407e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.4152253407e-314, 0.0, 5.2150186410544e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.21501853739113e-310, 0.0, 2.159290838e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
597615,21.259481011008774,232,"[-3.134000429066489, 0.8745541961275405, 0.6334603624882732, -0.004023274625032173, -0.006070810136072842, -0.005108236712927936]",2460729.918986168,"[2.1822498415e-314, 5.21501853747967e-310, 5.21501774884813e-310, 2.415228661e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415228661e-314, 0.0, 5.21501774884813e-310, 2.4152286687e-314, 2.1822918648e-314, 2.182291839e-314, 5.21501853747967e-310, 2.415228661e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415228661e-314, 0.0, 5.2150186410544e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.21501853747967e-310, 0.0, 2.4151559897e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
609631,10.734842861145767,212,"[-0.7364460409426089, -1.8942474515930814, -0.7290440149812856, 0.011072065628722788, -0.004633186573605768, -0.0020515590873464817]",2460111.888645562,"[2.1822498415e-314, 5.2150185390828e-310, 5.21501774884813e-310, 2.415228155e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415228155e-314, 0.0, 5.21501774884813e-310, 2.415228163e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185390828e-310, 2.415228155e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415228155e-314, 0.0, 5.21501861923884e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185390828e-310, 0.0, 2.4151547644e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
653796,44.13230389720689,348,"[-1.355980423788254, 2.005849539540409, 0.2372818609674937, -0.008528632478255768, -0.006874953663309739, -0.002783231299879342]",2460329.972192856,"[2.1822498415e-314, 5.21501853455164e-310, 5.21501774884813e-310, 2.4152256253e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.4152256253e-314, 0.0, 5.21501774884813e-310, 2.415225633e-314, 2.1822918648e-314, 2.182291839e-314, 5.21501853455164e-310, 2.4152256253e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.4152256253e-314, 0.0, 5.2150186229819e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.21501853455164e-310, 0.0, 2.4151559106e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
663955,4.803107467697875,204,"[0.31731138979484913, 2.496789308393954, 0.620429879716733, -0.01097388428637975, 0.0019272033651620835, 0.002183013458873194]",2459938.111353375,"[2.1822498415e-314, 5.2150185390765e-310, 5.21501774884813e-310, 2.4152271747e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.4152271747e-314, 0.0, 5.21501774884813e-310, 2.4152271826e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185390765e-310, 2.4152271747e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.4152271747e-314, 0.0, 5.21501863674694e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185390765e-310, 0.0, 2.159163061e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
742428,330626535.38035345,74,"[0.8842220275969218, 1.7252190069799034, 0.9800553482389369, -0.011371656245864385, 0.004730434935157099, 0.0037214833877222435]",0.0,"[2.1822498415e-314, 5.2150185211162e-310, 5.21501774884813e-310, 2.41522806e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.41522806e-314, 0.0, 5.21501774884813e-310, 2.415228068e-314, 2.1822918648e-314, 2.182291839e-314, 5.2150185211162e-310, 2.41522806e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.41522806e-314, 0.0, 5.2150186419303e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.2150185211162e-310, 0.0, 2.159163061e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",5
765701,13.722186184909054,228,"[-1.8321109559287305, -1.8037779661199032, -1.0084678782015335, 0.009239721053058234, -0.003475402072321421, -0.0012987260432627894]",2460439.9345357316,"[2.1822498415e-314, 5.21501851594947e-310, 5.21501774884813e-310, 2.415228819e-314, 0.0, 3.0157845915e-314, 2.1822874616e-314, 5.21501774884813e-310, 2.182416387e-314, 2.415228819e-314, 0.0, 5.21501774884813e-310, 2.415228827e-314, 2.1822918648e-314, 2.182291839e-314, 5.21501851594947e-310, 2.415228819e-314, 5.21501774884813e-310, 0.0, 3.015784647e-314, 2.1822619916e-314, -2.77e-322, 2.415228819e-314, 0.0, 5.2150186199416e-310, 5e-324, 0.0, 2.1562696426e-314, 5.215017796163e-310, 5e-324, 5.21501851594947e-310, 0.0, 2.415155871e-314, 3.015784702e-314, 2.1822917086e-314, 3.0157846705e-314]",2
48550,666.8550919217528,4744,"[2.3474677254939373, -1.2148687029765477, -0.8366551774188221, 0.005260871937961138, 0.007967326329112411, 0.0037171630995157896]",2460587.339543098,"[2.1479603893e-314, 5.2150196921008e-310, 5.21501726419266e-310, 2.365643537e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.365643537e-314, 0.0, 5.21501726419266e-310, 2.365643545e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196921008e-310, 2.365643537e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.365643537e-314, 0.0, 5.2150195984129e-310, 5e-324, 0.0, 1.527e-321, 5.21501710912324e-310, 5e-324, 5.2150196921008e-310, 0.0, 2.1316967106e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",3
137749,178.6964823229925,1690,"[-0.9132143612956516, 1.5814577813959738, 0.7096956423472152, -0.01243006504932404, -0.004407328068758573, -0.0007688830518727942]",2460704.913035591,"[2.1479603893e-314, 5.21501968793326e-310, 5.21501726419266e-310, 2.8604829924e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8604829924e-314, 0.0, 5.21501726419266e-310, 2.8604830003e-314, 2.1480024125e-314, 2.148002387e-314, 5.21501968793326e-310, 2.8604829924e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8604829924e-314, 0.0, 5.21501959035213e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.21501968793326e-310, 0.0, 2.860497941e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",3
157519,72.26669375405322,846,"[-2.2969124809617, 0.2504509803959862, 0.09754365092619728, -0.003345904989387209, -0.01030918017658728, -0.00372571926050001]",2460729.015977169,"[2.1479603893e-314, 5.2150196917609e-310, 5.21501726419266e-310, 2.860476352e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.860476352e-314, 0.0, 5.21501726419266e-310, 2.86047636e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196917609e-310, 2.860476352e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.860476352e-314, 0.0, 5.2150195984129e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196917609e-310, 0.0, 2.1318251993e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
174717,135.9730114835592,1546,"[-0.19389587235632025, 1.8992709896119602, 0.8935041311845985, -0.012252648297059021, 0.0003353566544677012, -0.0010033481722911785]",2460727.7774462434,"[2.1479603893e-314, 5.21501969768177e-310, 5.21501726419266e-310, 2.860269967e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.860269967e-314, 0.0, 5.21501726419266e-310, 2.860269975e-314, 2.1480024125e-314, 2.148002387e-314, 5.21501969768177e-310, 2.860269967e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.860269967e-314, 0.0, 5.21501959035213e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.21501969768177e-310, 0.0, 2.860497862e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
187743,1702534076.1883793,904,"[-0.9460684426049946, 2.3726385673740245, 1.2471568069412027, -0.009693647338183212, -0.002644959399034329, -0.0004934730550899516]",0.0,"[2.1479603893e-314, 5.2150196976628e-310, 5.21501726419266e-310, 2.8603973965e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8603973965e-314, 0.0, 5.21501726419266e-310, 2.8603974044e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196976628e-310, 2.8603973965e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8603973965e-314, 0.0, 5.21501959299084e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196976628e-310, 0.0, 2.131697501e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",4
226486,113.632622715973,1032,"[-3.040418734438354, -1.75308209663998, -0.915909253774957, 0.005057240026435482, -0.006002479358550141, -0.0032677386194487207]",2460461.7818322787,"[2.1479603893e-314, 5.2150196902937e-310, 5.21501726419266e-310, 2.8603934123e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8603934123e-314, 0.0, 5.21501726419266e-310, 2.86039342e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196902937e-310, 2.8603934123e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8603934123e-314, 0.0, 5.21501959994017e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196902937e-310, 0.0, 2.860497941e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
233742,136.3276265103521,1358,"[-2.2361594305427124, -2.0132375406975713, -0.1786518927037779, 0.007106839475778084, -0.005621750203551174, -0.002030874994254357]",2460475.202218329,"[2.1479603893e-314, 5.21501969545887e-310, 5.21501726419266e-310, 2.8603280534e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8603280534e-314, 0.0, 5.21501726419266e-310, 2.8603280613e-314, 2.1480024125e-314, 2.148002387e-314, 5.21501969545887e-310, 2.8603280534e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8603280534e-314, 0.0, 5.21501959013633e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.21501969545887e-310, 0.0, 2.1318252784e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
340199,153.1599711532792,944,"[-1.930913782315391, 0.4857024592226368, 0.64552466182589, -0.006146424740600122, -0.010057401271367804, -0.004705658816149226]",2460735.9209493753,"[2.1479603893e-314, 5.2150196890605e-310, 5.21501726419266e-310, 2.860395025e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.860395025e-314, 0.0, 5.21501726419266e-310, 2.860395033e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196890605e-310, 2.860395025e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.860395025e-314, 0.0, 5.2150195888565e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196890605e-310, 0.0, 2.860497862e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
340562,54.656496781957784,688,"[-2.804476230511724, -1.6809421985324868, -0.009221790617235001, 0.004342741433386098, -0.006461277527066125, -0.003844425651577626]",2460457.8247796283,"[2.1479603893e-314, 5.2150196881562e-310, 5.21501726419266e-310, 2.8604249693e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8604249693e-314, 0.0, 5.21501726419266e-310, 2.860424977e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196881562e-310, 2.8604249693e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8604249693e-314, 0.0, 5.21501959109995e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196881562e-310, 0.0, 2.1316967106e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
341665,57.24661207374843,628,"[-1.4484921638767716, 2.0858750178369325, 0.9818854594589748, -0.009683197640240329, -0.005028080471116301, -0.0016697637461200404]",2460708.717853634,"[2.1479603893e-314, 5.2150196892392e-310, 5.21501726419266e-310, 2.8604797355e-314, 0.0, 3.0432501513e-314, 2.1479980094e-314, 5.21501726419266e-310, 2.148126935e-314, 2.8604797355e-314, 0.0, 5.21501726419266e-310, 2.8604797434e-314, 2.1480024125e-314, 2.148002387e-314, 5.2150196892392e-310, 2.8604797355e-314, 5.21501726419266e-310, 0.0, 3.0432502066e-314, 2.1479725393e-314, -2.77e-322, 2.8604797355e-314, 0.0, 5.2150195888565e-310, 5e-324, 0.0, 2.128804083e-314, 5.21501710912324e-310, 5e-324, 5.2150196892392e-310, 0.0, 2.8604088983e-314, 3.043250262e-314, 2.1480022564e-314, 3.0432502303e-314]",2
