provID,csq,ndof,state,epoch,cov,niter
609631,10.734842861145767,212,"[-0.7364460409426089, -1.8942474515930814, -0.7290440149812856, 0.011072065628722788, -0.004633186573605768, -0.0020515590873464817]",2460111.888645562,"[2.26574741e-314, 5.21501806859635e-310, 5.2150188351744e-310, 2.4433292175e-314, 0.0, 3.00928449e-314, 2.26578503e-314, 5.2150188351744e-310, 2.2659139555e-314, 2.4433292175e-314, 0.0, 5.2150188351744e-310, 2.4433292254e-314, 2.265789433e-314, 2.2657894075e-314, 5.21501806859635e-310, 2.4433292175e-314, 5.2150188351744e-310, 0.0, 3.009284545e-314, 2.26575956e-314, -2.77e-322, 2.4433292175e-314, 0.0, 5.2150179666295e-310, 5e-324, 0.0, 2.162769744e-314, 5.21501878372515e-310, 5e-324, 5.21501806859635e-310, 0.0, 2.44331687e-314, 3.0092846006e-314, 2.265789277e-314, 3.009284569e-314]",2
653796,44.13230389720689,348,"[-1.355980423788254, 2.005849539540409, 0.2372818609674937, -0.008528632478255768, -0.006874953663309739, -0.002783231299879342]",2460329.972192856,"[2.26574741e-314, 5.2150180688604e-310, 5.2150188351744e-310, 2.4432405545e-314, 0.0, 3.00928449e-314, 2.26578503e-314, 5.2150188351744e-310, 2.2659139555e-314, 2.4432405545e-314, 0.0, 5.2150188351744e-310, 2.4432405624e-314, 2.265789433e-314, 2.2657894075e-314, 5.2150180688604e-310, 2.4432405545e-314, 5.2150188351744e-310, 0.0, 3.009284545e-314, 2.26575956e-314, -2.77e-322, 2.4432405545e-314, 0.0, 5.2150179666295e-310, 5e-324, 0.0, 2.162769744e-314, 5.21501878372515e-310, 5e-324, 5.2150180688604e-310, 0.0, 2.4433173837e-314, 3.0092846006e-314, 2.265789277e-314, 3.009284569e-314]",2
663955,4.803107467697875,204,"[0.31731138979484913, 2.496789308393954, 0.620429879716733, -0.01097388428637975, 0.0019272033651620835, 0.002183013458873194]",2459938.111353375,"[2.26574741e-314, 5.21501807121766e-310, 5.2150188351744e-310, 2.4433270674e-314, 0.0, 3.00928449e-314, 2.26578503e-314, 5.2150188351744e-310, 2.2659139555e-314, 2.4433270674e-314, 0.0, 5.2150188351744e-310, 2.4433270753e-314, 2.265789433e-314, 2.2657894075e-314, 5.21501807121766e-310, 2.4433270674e-314, 5.2150188351744e-310, 0.0, 3.009284545e-314, 2.26575956e-314, -2.77e-322, 2.4433270674e-314, 0.0, 5.21501795288815e-310, 5e-324, 0.0, 2.162769744e-314, 5.21501878372515e-310, 5e-324, 5.21501807121766e-310, 0.0, 2.167871296e-314, 3.0092846006e-314, 2.265789277e-314, 3.009284569e-314]",2
742428,330626535.38035345,74,"[0.8842220275969218, 1.7252190069799034, 0.9800553482389369, -0.011371656245864385, 0.004730434935157099, 0.0037214833877222435]",0.0,"[2.26574741e-314, 5.21501807320816e-310, 5.2150188351744e-310, 2.4433293124e-314, 0.0, 3.00928449e-314, 2.26578503e-314, 5.2150188351744e-310, 2.2659139555e-314, 2.4433293124e-314, 0.0, 5.2150188351744e-310, 2.4433293203e-314, 2.265789433e-314, 2.2657894075e-314, 5.21501807320816e-310, 2.4433293124e-314, 5.2150188351744e-310, 0.0, 3.009284545e-314, 2.26575956e-314, -2.77e-322, 2.4433293124e-314, 0.0, 5.21501796549513e-310, 5e-324, 0.0, 2.162769744e-314, 5.21501878372515e-310, 5e-324, 5.21501807320816e-310, 0.0, 2.1677427283e-314, 3.0092846006e-314, 2.265789277e-314, 3.009284569e-314]",5
765701,13.722186184909054,228,"[-1.8321109559287305, -1.8037779661199032, -1.0084678782015335, 0.009239721053058234, -0.003475402072321421, -0.0012987260432627894]",2460439.9345357316,"[2.26574741e-314, 5.215018073205e-310, 5.2150188351744e-310, 2.4433269725e-314, 0.0, 3.00928449e-314, 2.26578503e-314, 5.2150188351744e-310, 2.2659139555e-314, 2.4433269725e-314, 0.0, 5.2150188351744e-310, 2.4433269804e-314, 2.265789433e-314, 2.2657894075e-314, 5.215018073205e-310, 2.4433269725e-314, 5.2150188351744e-310, 0.0, 3.009284545e-314, 2.26575956e-314, -2.77e-322, 2.4433269725e-314, 0.0, 5.2150179619568e-310, 5e-324, 0.0, 2.162769744e-314, 5.21501878372515e-310, 5e-324, 5.215018073205e-310, 0.0, 2.443317344e-314, 3.0092846006e-314, 2.265789277e-314, 3.009284569e-314]",2
48550,666.8550919217528,4744,"[2.3474677254939373, -1.2148687029765477, -0.8366551774188221, 0.005260871937961138, 0.007967326329112411, 0.0037171630995157896]",2460587.339543098,"[2.1643280173e-314, 5.21501824282524e-310, 5.21501911536414e-310, 2.472097498e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.472097498e-314, 0.0, 5.21501911536414e-310, 2.472097506e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501824282524e-310, 2.472097498e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.472097498e-314, 0.0, 5.21501812751704e-310, 5e-324, 0.0, 1.527e-321, 5.2150189602196e-310, 5e-324, 5.21501824282524e-310, 0.0, 2.1497399564e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",3
137749,178.6964823229925,1690,"[-0.9132143612956516, 1.5814577813959738, 0.7096956423472152, -0.01243006504932404, -0.004407328068758573, -0.0007688830518727942]",2460704.913035591,"[2.1643280173e-314, 5.21501825351445e-310, 5.21501911536414e-310, 2.4711813976e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4711813976e-314, 0.0, 5.21501911536414e-310, 2.4711814055e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501825351445e-310, 2.4711813976e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4711813976e-314, 0.0, 5.2150181275123e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.21501825351445e-310, 0.0, 2.471196093e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",3
157519,72.26669375405322,846,"[-2.2969124809617, 0.2504509803959862, 0.09754365092619728, -0.003345904989387209, -0.01030918017658728, -0.00372571926050001]",2460729.015977169,"[2.1643280173e-314, 5.2150182472315e-310, 5.21501911536414e-310, 2.4711744095e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4711744095e-314, 0.0, 5.21501911536414e-310, 2.4711744174e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182472315e-310, 2.4711744095e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4711744095e-314, 0.0, 5.215018127585e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182472315e-310, 0.0, 2.149868445e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
174717,135.9730114835592,1546,"[-0.19389587235632025, 1.8992709896119602, 0.8935041311845985, -0.012252648297059021, 0.0003353566544677012, -0.0010033481722911785]",2460727.7774462434,"[2.1643280173e-314, 5.21501824408214e-310, 5.21501911536414e-310, 2.470968657e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.470968657e-314, 0.0, 5.21501911536414e-310, 2.470968665e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501824408214e-310, 2.470968657e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.470968657e-314, 0.0, 5.21501813730507e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.21501824408214e-310, 0.0, 2.471196014e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
187743,1702534076.1883793,904,"[-0.9460684426049946, 2.3726385673740245, 1.2471568069412027, -0.009693647338183212, -0.002644959399034329, -0.0004934730550899516]",0.0,"[2.1643280173e-314, 5.2150182480884e-310, 5.21501911536414e-310, 2.471095707e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471095707e-314, 0.0, 5.21501911536414e-310, 2.4710957147e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182480884e-310, 2.471095707e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471095707e-314, 0.0, 5.21501812595026e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182480884e-310, 0.0, 2.149740747e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",4
226486,113.632622715973,1032,"[-3.040418734438354, -1.75308209663998, -0.915909253774957, 0.005057240026435482, -0.006002479358550141, -0.0032677386194487207]",2460461.7818322787,"[2.1643280173e-314, 5.21501823664665e-310, 5.21501911536414e-310, 2.4710915646e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4710915646e-314, 0.0, 5.21501911536414e-310, 2.4710915725e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501823664665e-310, 2.4710915646e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4710915646e-314, 0.0, 5.215018127585e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.21501823664665e-310, 0.0, 2.471196093e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
233742,136.3276265103521,1358,"[-2.2361594305427124, -2.0132375406975713, -0.1786518927037779, 0.007106839475778084, -0.005621750203551174, -0.002030874994254357]",2460475.202218329,"[2.1643280173e-314, 5.2150182417628e-310, 5.21501911536414e-310, 2.471035154e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471035154e-314, 0.0, 5.21501911536414e-310, 2.471035162e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182417628e-310, 2.471035154e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471035154e-314, 0.0, 5.21501813346163e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182417628e-310, 0.0, 2.149868524e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
340199,153.1599711532792,944,"[-1.930913782315391, 0.4857024592226368, 0.64552466182589, -0.006146424740600122, -0.010057401271367804, -0.004705658816149226]",2460735.9209493753,"[2.1643280173e-314, 5.2150182432632e-310, 5.21501911536414e-310, 2.471093177e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471093177e-314, 0.0, 5.21501911536414e-310, 2.471093185e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182432632e-310, 2.471093177e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471093177e-314, 0.0, 5.21501813531695e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182432632e-310, 0.0, 2.471196014e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
340562,54.656496781957784,688,"[-2.804476230511724, -1.6809421985324868, -0.009221790617235001, 0.004342741433386098, -0.006461277527066125, -0.003844425651577626]",2460457.8247796283,"[2.1643280173e-314, 5.2150182438687e-310, 5.21501911536414e-310, 2.4711754214e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4711754214e-314, 0.0, 5.21501911536414e-310, 2.4711754293e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182438687e-310, 2.4711754214e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4711754214e-314, 0.0, 5.21501813730507e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182438687e-310, 0.0, 2.1497399564e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
341665,57.24661207374843,628,"[-1.4484921638767716, 2.0858750178369325, 0.9818854594589748, -0.009683197640240329, -0.005028080471116301, -0.0016697637461200404]",2460708.717853634,"[2.1643280173e-314, 5.2150182422039e-310, 5.21501911536414e-310, 2.471177698e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471177698e-314, 0.0, 5.21501911536414e-310, 2.471177706e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182422039e-310, 2.471177698e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471177698e-314, 0.0, 5.21501813346243e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182422039e-310, 0.0, 2.471107011e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
350781,29837887443.897354,978,"[-2.2183065582930155, 1.1119072598346298, 0.8930817494202573, -0.005308502233073814, -0.009873476628993393, -0.0026183617960316746]",0.0,"[2.1643280173e-314, 5.2150182465264e-310, 5.21501911536414e-310, 2.471093525e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471093525e-314, 0.0, 5.21501911536414e-310, 2.471093533e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182465264e-310, 2.471093525e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471093525e-314, 0.0, 5.2150181298348e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182465264e-310, 0.0, 2.149868445e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",67
353049,43.30730528460657,684,"[-2.7226262259659126, 1.9285080739980702, 0.5508302803430185, -0.005549432825262089, -0.006883155263411035, -0.0011541469050758578]",2460725.766907453,"[2.1643280173e-314, 5.21501824170114e-310, 5.21501911536414e-310, 2.4711738403e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4711738403e-314, 0.0, 5.21501911536414e-310, 2.4711738483e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501824170114e-310, 2.4711738403e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4711738403e-314, 0.0, 5.21501814338563e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.21501824170114e-310, 0.0, 2.471196093e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
353279,22.665564639075505,320,"[1.041327394138626, 2.0246910080284457, 0.7798930849803161, -0.010407179250144996, 0.00326603767537713, 0.0017197895919149647]",2460295.739506405,"[2.1643280173e-314, 5.2150182453011e-310, 5.21501911536414e-310, 2.4710447983e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4710447983e-314, 0.0, 5.21501911536414e-310, 2.471044806e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182453011e-310, 2.4710447983e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4710447983e-314, 0.0, 5.21501813126245e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182453011e-310, 0.0, 2.471193998e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
382030,51.06120355207853,554,"[-1.759207630972992, 0.9600863645409791, 0.5212304418979337, -0.007292748502231433, -0.008937632397353446, -0.0049467973052040645]",2460731.827126759,"[2.1643280173e-314, 5.2150182429549e-310, 5.21501911536414e-310, 2.471178615e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471178615e-314, 0.0, 5.21501911536414e-310, 2.471178623e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182429549e-310, 2.471178615e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471178615e-314, 0.0, 5.21501813178023e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182429549e-310, 0.0, 2.471192338e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
404414,38.414174648293994,596,"[0.927389418742989, 2.816445226893857, 0.808797409167838, -0.008750500412353925, 0.0025718425821069915, 0.000686770717074921]",2460668.81758307,"[2.1643280173e-314, 5.215018243796e-310, 5.21501911536414e-310, 2.471176433e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471176433e-314, 0.0, 5.21501911536414e-310, 2.471176441e-314, 2.1643700406e-314, 2.164370015e-314, 5.215018243796e-310, 2.471176433e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471176433e-314, 0.0, 5.21501813266876e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.215018243796e-310, 0.0, 2.471196014e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
420372,27.47871264002436,416,"[-2.1099327327047366, 1.0609051895938026, 0.3613094747979318, -0.005727236961635902, -0.008456733802649944, -0.004367564053419754]",2460016.6561305835,"[2.1643280173e-314, 5.2150182420379e-310, 5.21501911536414e-310, 2.4710452094e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4710452094e-314, 0.0, 5.21501911536414e-310, 2.4710452173e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182420379e-310, 2.4710452094e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4710452094e-314, 0.0, 5.21501814146787e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182420379e-310, 0.0, 2.471192259e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
543941,5.218529376110973,240,"[-2.8511698240353325, 0.5260413208666082, 0.3118201627869367, -0.00328662348139016, -0.00868777469684341, -0.0019977662640339273]",2460729.190382872,"[2.1643280173e-314, 5.2150182427051e-310, 5.21501911536414e-310, 2.4710430276e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4710430276e-314, 0.0, 5.21501911536414e-310, 2.4710430355e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182427051e-310, 2.4710430276e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4710430276e-314, 0.0, 5.215018131781e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182427051e-310, 0.0, 2.4711942354e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
563965,5.253903151290436,228,"[0.017851857067237936, -1.8131875895410168, -0.11356169319022036, 0.012906713944291987, -0.0003902599787816563, 0.0020006258130845526]",2460489.7956766794,"[2.1643280173e-314, 5.2150182418893e-310, 5.21501911536414e-310, 2.471050079e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471050079e-314, 0.0, 5.21501911536414e-310, 2.471050087e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182418893e-310, 2.471050079e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471050079e-314, 0.0, 5.2150181414671e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182418893e-310, 0.0, 2.47118969e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
610435,20.376300820104873,154,"[-2.8827036682424714, -0.5925881125707136, -0.425791548965198, 0.002114391014970753, -0.009283090972082433, -0.004117684500352129]",2460404.7502605403,"[2.1643280173e-314, 5.2150182434466e-310, 5.21501911536414e-310, 2.4711179674e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.4711179674e-314, 0.0, 5.21501911536414e-310, 2.4711179754e-314, 2.1643700406e-314, 2.164370015e-314, 5.2150182434466e-310, 2.4711179674e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.4711179674e-314, 0.0, 5.2150181399438e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.2150182434466e-310, 0.0, 2.471189927e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
715230,14.318553053258512,188,"[1.61221697956119, -2.0645629935809064, -0.8043815154415613, 0.008895245520913716, 0.005441085148996389, 0.0021494936045240993]",2460525.9309957693,"[2.1643280173e-314, 5.21501824347503e-310, 5.21501911536414e-310, 2.471049826e-314, 0.0, 3.0252069055e-314, 2.1643656374e-314, 5.21501911536414e-310, 2.164494563e-314, 2.471049826e-314, 0.0, 5.21501911536414e-310, 2.471049834e-314, 2.1643700406e-314, 2.164370015e-314, 5.21501824347503e-310, 2.471049826e-314, 5.21501911536414e-310, 0.0, 3.025206961e-314, 2.1643401674e-314, -2.77e-322, 2.471049826e-314, 0.0, 5.2150181399438e-310, 5e-324, 0.0, 2.1468473285e-314, 5.2150189602196e-310, 5e-324, 5.21501824347503e-310, 0.0, 2.471188781e-314, 3.025207016e-314, 2.1643698844e-314, 3.0252069846e-314]",2
29505,497.7028364278637,4454,"[3.1763861220045215, -0.11834869462122811, 0.2837847232419148, -0.0007263520797648205, 0.008388528169598989, 0.0029183922262209644]",2460671.5919114207,"[2.224747392e-314, 5.2150172005491e-310, 5.21501975474833e-310, 2.4580768794e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.4580768794e-314, 0.0, 5.21501975474833e-310, 2.4580768873e-314, 2.2247894153e-314, 2.2247893897e-314, 5.2150172005491e-310, 2.4580768794e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.4580768794e-314, 0.0, 5.2150171054043e-310, 5e-324, 0.0, 1.527e-321, 5.21501959886153e-310, 5e-324, 5.2150172005491e-310, 0.0, 2.15899232e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",3
71440,443.0184727504591,2726,"[-2.617328205433777, -1.0172257883279756, -0.6645439864904651, 0.004541122734260124, -0.008704157324131481, -0.004186757337442309]",2460468.673752013,"[2.224747392e-314, 5.21501720363207e-310, 5.21501975474833e-310, 2.4629192603e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.4629192603e-314, 0.0, 5.21501975474833e-310, 2.462919268e-314, 2.2247894153e-314, 2.2247893897e-314, 5.21501720363207e-310, 2.4629192603e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.4629192603e-314, 0.0, 5.2150171060051e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.21501720363207e-310, 0.0, 2.462907047e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",3
81116,244.13298134191209,2226,"[2.6514361006039486, 0.5301464983515215, 0.08784454918545499, -0.0015456300705117248, 0.008994824829145646, 0.003607017108801743]",2460646.6123786704,"[2.224747392e-314, 5.2150172007894e-310, 5.21501975474833e-310, 2.462923023e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.462923023e-314, 0.0, 5.21501975474833e-310, 2.462923031e-314, 2.2247894153e-314, 2.2247893897e-314, 5.2150172007894e-310, 2.462923023e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.462923023e-314, 0.0, 5.21501710908253e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.2150172007894e-310, 0.0, 2.1591208085e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",2
119839,216.43212828353953,1168,"[-1.6316191274017735, -1.9450939635626439, -1.2574702197370407, 0.008700951936462925, -0.005398863626846555, -0.0024738955549796]",2460460.8520607804,"[2.224747392e-314, 5.2150172030139e-310, 5.21501975474833e-310, 2.46283221e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.46283221e-314, 0.0, 5.21501975474833e-310, 2.462832218e-314, 2.2247894153e-314, 2.2247893897e-314, 5.2150172030139e-310, 2.46283221e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.46283221e-314, 0.0, 5.2150171047371e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.2150172030139e-310, 0.0, 2.462906968e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",2
153134,187.76303161003764,1316,"[-2.5819146956178485, 1.8338830956775505, 0.3079968368041199, -0.004700331120495573, -0.006198111124655485, -0.0037803805194837428]",2460371.6866614856,"[2.224747392e-314, 5.2150172009159e-310, 5.21501975474833e-310, 2.4628283206e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.4628283206e-314, 0.0, 5.21501975474833e-310, 2.4628283285e-314, 2.2247894153e-314, 2.2247893897e-314, 5.2150172009159e-310, 2.4628283206e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.4628283206e-314, 0.0, 5.21501711107144e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.2150172009159e-310, 0.0, 2.1589931103e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",2
230891,172.001732473457,1168,"[-2.465106523076837, 0.609248536374265, 0.6034269655324026, -0.006348777487769743, -0.00799089635536399, -0.004008846736680561]",2460407.904200278,"[2.224747392e-314, 5.21501721491415e-310, 5.21501975474833e-310, 2.4628280676e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.4628280676e-314, 0.0, 5.21501975474833e-310, 2.4628280756e-314, 2.2247894153e-314, 2.2247893897e-314, 5.21501721491415e-310, 2.4628280676e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.4628280676e-314, 0.0, 5.2150171069861e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.21501721491415e-310, 0.0, 2.4629070075e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",2
273032,77.87838166992216,750,"[3.319074080336251, 0.3540300657817533, -0.0018167976786281077, -0.0005843854603838091, 0.008693130926947337, 0.0020665342473790505]",2460613.79202876,"[2.224747392e-314, 5.21501721017745e-310, 5.21501975474833e-310, 2.462886818e-314, 0.0, 3.0159545817e-314, 2.224785012e-314, 5.21501975474833e-310, 2.2249139377e-314, 2.462886818e-314, 0.0, 5.21501975474833e-310, 2.462886826e-314, 2.2247894153e-314, 2.2247893897e-314, 5.21501721017745e-310, 2.462886818e-314, 5.21501975474833e-310, 0.0, 3.015954637e-314, 2.224759542e-314, -2.77e-322, 2.462886818e-314, 0.0, 5.2150171020091e-310, 5e-324, 0.0, 2.1560996524e-314, 5.21501959886153e-310, 5e-324, 5.21501721017745e-310, 0.0, 2.1591208875e-314, 3.0159546923e-314, 2.224789259e-314, 3.0159546607e-314]",3
